id,date,tour,court,break,ref,time,home,away,h_coef,a_coef
WA7hoZCq,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. Оэйраш 3 (Португалия),грунт,2,https://www.flashscore.ru.com/match/WA7hoZCq/#/match-summary/match-summary,Завершен,Харри Н. (Чил),Оливейра Г. (Пор),1.11,5.40
v92nAfnq,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Буэнос Айрес (Аргентина),грунт,2,https://www.flashscore.ru.com/match/v92nAfnq/#/match-summary/match-summary,Неявка,Уэртас Дель Пиньо К./Уэртас Дель Пино А.,Баррена А./Мартинес М. Н.,1.54,2.33
jF01tkhb,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Буэнос Айрес (Аргентина),грунт,2,https://www.flashscore.ru.com/match/jF01tkhb/#/match-summary/match-summary,Неявка,Андреоцци Г./Дюран Г.,Кару И./Виллануэва Г.,1.41,2.70
WfHyUeW9,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Милан (Италия),грунт,2,https://www.flashscore.ru.com/match/WfHyUeW9/#/match-summary/match-summary,Завершен,Хьюи Т./Скугор Ф.,Идальго Д./Родригес К.,1.87,1.83
MRz5xvnt,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Милан (Италия),грунт,2,https://www.flashscore.ru.com/match/MRz5xvnt/#/match-summary/match-summary,Завершен,Арнабольди Ф./Феррари Джа.,Арнеодо Р./Эйссерик Ж.,4.80,1.15
Kz6llUWh,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Милан (Италия),грунт,2,https://www.flashscore.ru.com/match/Kz6llUWh/#/match-summary/match-summary,Завершен,Дардери Л./Ромболи Ф.,Матушевски П./Паулсон Э.,1.44,2.60
2TQiz7CP,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Милан (Италия),грунт,2,https://www.flashscore.ru.com/match/2TQiz7CP/#/match-summary/match-summary,Завершен,Ломакин Г./Манафов В.,Ватутин А./Вайссборн Т.-С.,1.57,2.25
WfTxzvCr,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Оэйраш 3 (Португалия),грунт,2,https://www.flashscore.ru.com/match/WfTxzvCr/#/match-summary/match-summary,Завершен,Серретани Дж./Кадхе А.,Файзиев С./Карловский Е.,1.81,1.89
O8SJ7IXD,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Оэйраш 3 (Португалия),грунт,2,https://www.flashscore.ru.com/match/O8SJ7IXD/#/match-summary/match-summary,Завершен,Думбия С./Ребуль Ф.,Кабраль Ф./Домингеш Ж.,1.49,2.46
tMKHu3qc,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Оэйраш 3 (Португалия),грунт,2,https://www.flashscore.ru.com/match/tMKHu3qc/#/match-summary/match-summary,Завершен,Дутра Да Сильва Д./Никлес Й.,Гэллоуэй Р./Лоусон А.,2.70,1.40
tbzLe1Rd,23/06,ЧЕЛЛЕНДЖЕР МУЖЧИНЫ - ПАРНЫЙ РАЗРЯД. Оэйраш 3 (Португалия),грунт,2,https://www.flashscore.ru.com/match/tbzLe1Rd/#/match-summary/match-summary,Завершен,Гальдос С./Маргароли Л.,Кинг Э./Мартинес Л.-Д.,2.16,1.62
AF7rAuUh,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/AF7rAuUh/#/match-summary/match-summary,Завершен,Де Кром М. (Нид),Мармузес Л. (Фра),2.75,1.40
rcZWTm0i,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/rcZWTm0i/#/match-summary/match-summary,Завершен,Эрхард М. (Фра),Pel S. (Нид),1.06,7.20
E74a6cTH,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/E74a6cTH/#/match-summary/match-summary,Завершен,Jans J. (Нид),Берреттини Дж. (Ита),3.95,1.21
zNh84ybU,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/zNh84ybU/#/match-summary/match-summary,Завершен,Донски А. (Бог),Соррентино Л. (Ита),1.88,1.83
dWg45HrO,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/dWg45HrO/#/match-summary/match-summary,Завершен,Фриберг К. (Шве),Хёблал Э. (Нид),1.20,4.10
Sj2m9aqa,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/Sj2m9aqa/#/match-summary/match-summary,Завершен,Хаукес М. (Нид),Капеччи Д. (Ита),1.54,2.33
6s1i8Jb5,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/6s1i8Jb5/#/match-summary/match-summary,Завершен,Weststrate L. (Нид),Видаль Асорин Х. (Исп),3.25,1.30
040e7wEB,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Alkmaar (Нидерланды),грунт,2,https://www.flashscore.ru.com/match/040e7wEB/#/match-summary/match-summary,21:00TKP,Ринкон Д. (Исп),Дондерс Д. (Нид),1.11,5.60
E7pcEPk6,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/E7pcEPk6/#/match-summary/match-summary,Завершен,Оти М. (Япо),Isaro P. (Таи),3.05,1.33
hbq1Dq5C,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/hbq1Dq5C/#/match-summary/match-summary,Завершен,Тронгчароенчаикул В. (Таи),Юнчаокете Б. (Кит),7.00,1.07
nuRmI7js,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/nuRmI7js/#/match-summary/match-summary,Завершен(отказ),Навасирисрмбун Дж. (Таи),Ваттанакул П. (Таи),1.59,2.22
f5UeGoLg,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/f5UeGoLg/#/match-summary/match-summary,Завершен,Стэтхэм Х.-Р. (Нзл),Yu C. (Тайв),-,-
nLr5C3KI,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/nLr5C3KI/#/match-summary/match-summary,Завершен,Sornlaksup P. (Таи),Самрей К. (Таи),6.40,1.08
27kHNTSJ,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/27kHNTSJ/#/match-summary/match-summary,Завершен,Сунь Ф. (Кит),Тадзима Н. (Япо),1.06,7.40
z1cVaQzD,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/z1cVaQzD/#/match-summary/match-summary,Завершен,Цуй Ц. (Кит),Congcar C. (Таи),1.10,5.80
tblLMmrQ,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Chiang Rai 6 (Таиланд),хард,2,https://www.flashscore.ru.com/match/tblLMmrQ/#/match-summary/match-summary,Завершен,Шароенфон Ю. (Таи),Хуань Ц. (Тайв),3.15,1.32
ribDDp04,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/ribDDp04/#/match-summary/match-summary,Завершен,Баттальино С. (Ита),Пихлер Д. (Авт),2.55,1.46
zLDgutsG,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/zLDgutsG/#/match-summary/match-summary,Завершен,Геллер П. (Гер),Никод Я. (Чех),1.34,3.00
EuOKSTIE,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/EuOKSTIE/#/match-summary/match-summary,Завершен,Крайнер Л. (Авт),Компануччи Т. (Ита),1.70,2.04
db0cEs7R,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/db0cEs7R/#/match-summary/match-summary,Завершен,Келан С. (Пол),Неделько И. (Рос),-,-
I129jLzt,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/I129jLzt/#/match-summary/match-summary,Завершен,Ян Й. (Гер),Данилов С. (Рос),2.09,1.66
0UkJ2Sjf,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/0UkJ2Sjf/#/match-summary/match-summary,Завершен,Эгеа Ф.-Э. (Арг),Сабанин Я. (Рос),1.26,3.74
8bm9KbCe,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/8bm9KbCe/#/match-summary/match-summary,Завершен,Белобородько И. (Укр),Прехтель С. (Гер),1.68,2.06
C6OstRuP,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Kamen (Германия),грунт,2,https://www.flashscore.ru.com/match/C6OstRuP/#/match-summary/match-summary,Завершен,Мораинг О. (Гер),Мёллекер Р. (Гер),4.70,1.15
MNSKhWfR,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/MNSKhWfR/#/match-summary/match-summary,Завершен,Арутюнян Э. (Блр),Хо Р. (Тайв),2.85,1.38
zV8enUXf,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/zV8enUXf/#/match-summary/match-summary,Завершен,Ван Х. (Кит),Саито К. (Япо),2.22,1.59
v3gHYA3e,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/v3gHYA3e/#/match-summary/match-summary,Завершен,Оуака А. (Тун),Ноче Г. М. (Ита),1.97,1.75
08vCfhQE,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/08vCfhQE/#/match-summary/match-summary,Завершен,Атман Т. (Фра),Чжан Цзэ (Кит),2.50,1.47
EFKnlj3r,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/EFKnlj3r/#/match-summary/match-summary,Завершен,Валлар Э. (Фра),Мартин Д. (Кан),1.43,2.60
lYCaolm1,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/lYCaolm1/#/match-summary/match-summary,Завершен,Вандермерш С. (Фра),Циас П. (Пол),6.40,1.08
dvlMXUI1,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/dvlMXUI1/#/match-summary/match-summary,Завершен,Дугаз А. (Тун),Аксу Ч. (Туц),1.06,8.20
lYz8eYA8,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Monastir 24 (Тунис),хард,2,https://www.flashscore.ru.com/match/lYz8eYA8/#/match-summary/match-summary,Завершен,Му Т. (Кит),Те Р. (Кит),3.00,1.34
CvbFKGdk,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/CvbFKGdk/#/match-summary/match-summary,Завершен,Кимхи О. (Изр),Джонс Б. (Вел),1.50,2.41
M9u6sv42,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/M9u6sv42/#/match-summary/match-summary,Завершен,Мацуда Р. (Япо),Патаэль Б. (Изр),3.65,1.24
YcvNY3kd,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/YcvNY3kd/#/match-summary/match-summary,Завершен,Симон С. (Изр),Бодмер А. (Шва),3.35,1.28
EgH9d7s3,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/EgH9d7s3/#/match-summary/match-summary,Завершен,Стромбахс Р. (Гер),Shyovitz E. (Изр),-,11.00
00vAtbJ8,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/00vAtbJ8/#/match-summary/match-summary,Завершен,Лешем Э. (Изр),Catry R. (Фра),1.15,4.80
8UVCeRd9,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/8UVCeRd9/#/match-summary/match-summary,Завершен,Мерфи Б. (Вел),Глинка Д. (Эст),1.55,2.30
f3mKJzCe,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/f3mKJzCe/#/match-summary/match-summary,Завершен,Goldenberg L. (Изр),Рейнберг Э. (Сша),6.40,1.08
z3I5cmSd,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 Raanana 2 (Израиль),хард,2,https://www.flashscore.ru.com/match/z3I5cmSd/#/match-summary/match-summary,Завершен,Banerjee S. (Сша),Colby R. (Сша),1.46,2.50
tlm4AY5g,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/tlm4AY5g/#/match-summary/match-summary,Завершен,Секигути С. (Япо),Вашистха А. (Инд),1.25,3.60
xEcHC4FA,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/xEcHC4FA/#/match-summary/match-summary,Завершен,Грегг П. (Сша),Trotter J. K. (Япо),2.12,1.65
2qiMn6XK,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/2qiMn6XK/#/match-summary/match-summary,Завершен,Кирхгаймер С. (Сша),Anthrop J. (Сша),1.32,3.10
ptENpkRg,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/ptENpkRg/#/match-summary/match-summary,Завершен,Monday J. (Вел),Шахтер Н. (Сша),1.96,1.75
QgIUqrwN,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/QgIUqrwN/#/match-summary/match-summary,Завершен,Бернард А. (Сша),Корвин Ф. (Сша),2.55,1.45
MHF9DaIf,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/MHF9DaIf/#/match-summary/match-summary,Завершен,Tyler J. (Вел),Бангура С. (Сша),7.40,1.06
jTPiPPEM,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/jTPiPPEM/#/match-summary/match-summary,Завершен,Секигути С. (Япо),Шейн Р. (Сша),1.40,2.75
rVSPpONG,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/rVSPpONG/#/match-summary/match-summary,Завершен,Котзен А. (Сша),Кипсон П. (Сша),3.70,1.23
pGfatei5,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M15 South Bend, IN (США)",хард,2,https://www.flashscore.ru.com/match/pGfatei5/#/match-summary/match-summary,Завершен,Силиг К. (Сша),Tracy J. (Сша),1.85,1.85
d6lINDGr,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/d6lINDGr/#/match-summary/match-summary,Завершен,Биттун-Кузьмин К. (Фра),Коллиньон Р. (Бел),4.20,1.19
CYYGrFh8,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/CYYGrFh8/#/match-summary/match-summary,Завершен,Кроуфорд О. (Сша),Ванкан М. (Гер),1.10,5.80
bV8sUFwF,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/bV8sUFwF/#/match-summary/match-summary,Завершен,Онклин Г. (Бел),Roncadelli F. (Уру),1.06,7.20
QugMMXVl,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/QugMMXVl/#/match-summary/match-summary,Завершен,Бьюпэн С. (Бел),Скулкейт Т. (Авс),2.95,1.35
jPXKsZ7E,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/jPXKsZ7E/#/match-summary/match-summary,Завершен,Венельт К. (Гер),Войцик Ж. (Сша),1.37,2.85
CYCoTZhL,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/CYCoTZhL/#/match-summary/match-summary,Завершен,Гадамаури Б. (Бел),Бови А. (Бел),2.43,1.50
4WiQLioe,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/4WiQLioe/#/match-summary/match-summary,Завершен,Cloes L. (Бел),Шазаль М. (Фра),2.24,1.58
fc2jSg8R,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Arlon (Бельгия),грунт,2,https://www.flashscore.ru.com/match/fc2jSg8R/#/match-summary/match-summary,Завершен,Hoogmartens A. (Бел),Крецу С. (Рум),3.80,1.22
x4UxKGcH,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/x4UxKGcH/#/match-summary/match-summary,Завершен,Врбенски М. (Чех),Белуччи М. (Ита),2.28,1.56
YBXLNbbh,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/YBXLNbbh/#/match-summary/match-summary,Завершен,Speziali F. (Ита),Венгер Д. (Шва),6.20,1.09
KSZXKdrB,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/KSZXKdrB/#/match-summary/match-summary,Завершен,Фон дер Шуленбург Дж. (Шва),Яннакконе Ф. (Ита),1.74,1.98
AHSpIfST,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/AHSpIfST/#/match-summary/match-summary,Завершен,Hornitschek N. (Гер),Вайс А. (Ита),6.80,1.07
nFyQMIDb,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/nFyQMIDb/#/match-summary/match-summary,Завершен,Поль Я. (Шва),Палоши Ш. (Рум),2.19,1.60
GfTtJzDN,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/GfTtJzDN/#/match-summary/match-summary,Завершен,Стахели Л. (Шва),Ноймайер Л. (Авт),3.30,1.29
txyULxT4,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/txyULxT4/#/match-summary/match-summary,Завершен,Мари Ж. (Фра),Бертола Р. (Шва),1.53,2.36
84hwCWO7,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/84hwCWO7/#/match-summary/match-summary,Завершен,Ройе В. (Фра),Копп С. (Авт),1.23,3.70
j5L56cq4,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Klosters (Швейцария),грунт,2,https://www.flashscore.ru.com/match/j5L56cq4/#/match-summary/match-summary,Завершен,Копп С. (Авт),Зима Л. (Гер),-,-
Obq1c2pm,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/Obq1c2pm/#/match-summary/match-summary,Завершен,Аморос-Рамос П. (Исп),Бертранд Р. (Фра),7.40,1.06
MDuMhvaI,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/MDuMhvaI/#/match-summary/match-summary,Завершен,Легут Т. (Фра),Понтико У. (Фра),1.23,3.75
04vQibEO,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/04vQibEO/#/match-summary/match-summary,Завершен,Де Схеппер К. (Фра),Stable R. (Фра),1.06,7.40
ILr5dMag,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/ILr5dMag/#/match-summary/match-summary,Завершен,Кузухара Б. (Сша),Бланше Ю. (Фра),1.95,1.76
29I8GsiP,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/29I8GsiP/#/match-summary/match-summary,Завершен,Бриан Дж. (Фра),Гарсьян А. (Фра),1.09,6.00
WOn9etFa,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/WOn9etFa/#/match-summary/match-summary,15:30TKP,Мпеши-Перрикар Дж. (Фра),Misrahi J. (Фра),1.13,5.20
EmxEf0U5,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/EmxEf0U5/#/match-summary/match-summary,Завершен,Аррибаж Т. (Фра),Галак Н. (Блр),2.27,1.56
hvyIgKqC,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Montauban (Франция),грунт,2,https://www.flashscore.ru.com/match/hvyIgKqC/#/match-summary/match-summary,Завершен,Табакко Ф. (Ита),Майо Г. (Фра),4.10,1.20
vwf3uF6B,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Mungia (Испания),грунт,2,https://www.flashscore.ru.com/match/vwf3uF6B/#/match-summary/match-summary,Завершен,Монтес де ла Торре И. (Исп),Дешам Т. (Фра),1.73,2.00
UBxd5M7p,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Mungia (Испания),грунт,2,https://www.flashscore.ru.com/match/UBxd5M7p/#/match-summary/match-summary,Завершен,Карр С. (Ирл),Гулин С. (Рос),1.82,2.00
zs1iO0JU,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Mungia (Испания),грунт,2,https://www.flashscore.ru.com/match/zs1iO0JU/#/match-summary/match-summary,Завершен,Джонс Г. (Сша),Винтер Лопес Б. (Исп),1.92,1.79
zNnLKKjC,23/06,ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Mungia (Испания),грунт,2,https://www.flashscore.ru.com/match/zNnLKKjC/#/match-summary/match-summary,Завершен,Секулич Ф. (Авс),Сантильян А. (Авс),3.15,1.31
lMtCbiJI,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/lMtCbiJI/#/match-summary/match-summary,Завершен,Кумар О. (Сша),Майо Э. (Сша),1.88,1.83
fas8aX3C,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/fas8aX3C/#/match-summary/match-summary,Завершен(отказ),Rollins P. (Сша),Шимизу Ю. (Япо),7.80,1.05
f7PhTF9l,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/f7PhTF9l/#/match-summary/match-summary,Завершен,Шимабукуро Ш. (Япо),Завала А. (Сша),1.04,8.60
bgPeOqUS,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/bgPeOqUS/#/match-summary/match-summary,Завершен,Кассон М. (Сша),Rollins P. (Сша),1.08,6.60
dU4WHs7d,23/06,"ITF МУЖЧИНЫ - ОДИНОЧНЫЙ РАЗРЯД. M25 Tulsa, OK (США)",хард,2,https://www.flashscore.ru.com/match/dU4WHs7d/#/match-summary/match-summary,Завершен,Кумар О. (Сша),Уорд Э. (Сша),1.07,6.80
